,Organization - ID,Organization - Name,Organization - Website,Organization - CB Description,Organization - Company Type,Organization - CB Industries,Organization - Employee Range,Organization - New Industry,Keyword,MetaKeyword,MetaDescription,web_description,web_keywords
1699,49232,Granicus,http://www.granicus.com,Granicus provides technology that empowers government organizations to create better lives for the people they serve.,Acquirer,"Cloud Computing, Collaboration, Enterprise Software, GovTech, Software, Video Streaming",251-500,SAAS - GovTech,"government, digital, granicus, compliance, website, engagement, learn, services, department, management, county, solutions, public, citizens, citizen, meeting, communications, email, agenda, information, online, service, first, govdelivery, provide, local, civic, platform, clerk, million, modern, article, class, health, residents, increased, saves, improved, state, technology, support, experience, north, percent, govaccess, mission, comms, audience, webinar, demand, govrecords, govservice, michigan, agencies, governments, easily, virtual, customer, federal, transparency, manages, records, message, access, communicate, govmeetings, paper, transform, council, design, press, taxes, right, social, staff, crisis, learning, board, portal, connect, florida, office, months, people, transforming, transportation, tools, saint, arizona, processes, login, updates, legislative, families, hurst, collected, going, outdated, subscribers, saved, careers, automate, strategic, company, boards, disclosuredocs, provides, center, unified, stories, success, group, short, modernization, chosen, inform, helped, manage, media, quickly, messages, serve, efficiency, security, costs, using, vital, revenue, annually, campaign, reminder, learn more, host compliance, with host, for government, the first, how the, card php, read more, civic engagement, article class, class card, compliance how, demand webinar, digital government, public meeting, website into, agenda management, more article, with govdelivery, website design, government agencies, engagement platform, 500 government, citizen engagement, with granicus, built for, more than, govdelivery how, the granicus, with govservice, learn how, with govrecords, transform the, with transforming, percent when, digital tools, technology built, and only, modern digital, boards and, via email, email text, text message, easily manage, experience group, success stories, learning center, news press, granicus provides, and communications, provides the, unified civic, platform for, short term, granicus solutions, solutions are, digital modernization, first and, have chosen, govservice how, with host compliance, article class card, read more article, more article class, civic engagement platform, unified civic engagement",,,"Digital Civic Engagement for Government with the latest in cloud technology that connects 250 million people with 5,500+ government organizations.",
1700,49238,CivicPlus,http://www.civicplus.com,"CivicPlus is the integrated software platform that powers over 3,500 local governments.",Acquirer,"GovTech, Information Services, Information Technology, Software",251-500,SAAS - GovTech,"civicplus, solutions, management, technology, government, support, awards, local, contact, products, careers, hosting, partners, recognition, client, security, overview, platform, recreation, employee, build, website, request, integrated, agenda, software, design, leaders, websites, explore, difference, studies, citizen, advisory, solution, meetings, procurement, association, board, options, suite, product, governments, makers, helping, learn, communities, integrations, communications, power, online, civichr, civicrec, parks, digital, civicclerk, resources, awards recognition, website design, overview request, case studies, association partners, client advisory, procurement options, advisory board, employee management, request demo, 228 2233, 888 228, local government, agenda meetings, demo solutions, civicplus awards, about civicplus, government technology, difference makers, parks recreation, integrated technology, websites hosting, the platform, board association, technology platform, options client, recognition procurement, recreation management, design hosting, support contact, local governments, client advisory board, overview request demo, integrated technology platform, website design hosting, awards recognition procurement, recognition procurement options, procurement options client, options client advisory, advisory board association, board association partners",,,"We offer government website design solutions for municipalities and much more. CivicPlus is the leader in software for local government including parks &amp; recreation, mass notifications, 311 &amp; citizen requests, agendas &amp; meetings, and municipal web design.",
1701,49240,Cartegraph,http://www.cartegraph.com,Cartegraph offer SaaS solutions that help local government agencies manage their physical assets and associated operations.,Acquirer,"Android, Asset Management, CivicTech, Enterprise Software, Government, GovTech, Infrastructure, iOS, Mobile Apps, SaaS, Software",101-250,SAAS - GovTech,"treatment, water, management, wastewater, plants, cartegraph, domain, asset, learn, planning, space, utilities, parks, facilities, assets, resources, watch, track, smarter, manage, integrations, cemeteries, trees, signs, campus, flood, software, stormwater, solutions, pavement, condition, create, population, ramps, training, webinars, videos, spend, districts, budgeting, portfolio, sidewalks, return, webinar, response, public, works, collection, county, culverts, tasks, central, million, covid, signals, fleet, system, operations, assign, contact, performance, infrastructure, workspaces, reducing, order, cities, campuses, universities, counties, customer, treatment plants, learn more, and more, water treatment, wastewater treatment, you have, watch the, blog post, asset management, plants wastewater, view all, collection wastewater, wastewater collection, utilities water, water utilities, ada ramps, public works, work with, sidewalks ada, read the, management create, what condition, and what, the blog, know what, high performance, ramps signs, with the, spend smarter, space and, management software, cities counties, built for, with cartegraph, and the, space management, work order, create assign, have and, more than, central park, water treatment plants, treatment plants wastewater, wastewater treatment plants, water utilities water, utilities water treatment, plants wastewater collection, wastewater collection wastewater, collection wastewater treatment, the blog post, and what condition, ada ramps signs",,,"From asset & operations management to ArcGIS and citizen engagement integrations, our public works software solutions have you covered. Learn more now!",
1702,49242,DevonWay,http://www.devonway.com,"DevonWay is a leading software provider of Quality, Safety, Work, and Asset Management solutions (EHSQ, QMS, EHS, EAM)",Acquirer,"Apps, Asset Management, Compliance, Construction, GovTech, Information Technology, Quality Assurance, Risk Management, Software",51-100,SAAS - GovTech,"management, safety, mobile, devonway, project, services, tracking, asset, quality, business, reports, universal, events, industrial, training, actions, intelligence, solutions, trending, assessments, contact, learn, products, equipment, employee, workforce, benchmarking, newsletter, injury, operating, culture, studies, support, success, national, pricing, study, software, inventory, health, accidents, ready, engineering, procurement, construction, government, planning, manufacturing, permits, alerts, notifications, configurable, enterprise, purchasing, orders, consulting, resources, packages, whitepapers, memberships, documents, careers, reliability, calibration, request, users, public, energy, biotechnology, industries, conformance, chemical, environmental, ergonomic, hazardous, waste, incident, supplier, hygiene, recalls, observations, product, sustainability, change, audits, suggestions, general, lessons, learned, inspections, experiences, document, complaints, customer, preventive, corrective, analysis, compliance, briefs, asset management, learn more, business intelligence, universal trending, case studies, workforce solutions, 100 project, project success, success rate, quality management, case study, view case, mobile work, pricing about, engineering procurement, industries biotechnology, biotechnology energy, energy oil, oil gas, gas engineering, construction government, procurement construction, culture contact, government national, national labs, cio manufacturing, manufacturing why, trending industries, risk analysis, analysis universal, devonway 100, kpis risk, intelligence kpis, contact contact, benchmarking business, management benchmarking, training management, tracking training, project tracking, experiences project, operating experiences, learned operating, lessons learned, why devonway, careers culture, newsletter pricing, services consulting, memberships newsletter, whitepapers memberships, studies whitepapers, events case, blog events, resources blog, about about, training resources, support training, services support, project services, services project, consulting services, trending services, team careers, api universal, rest api, open rest, mobile open, ready mobile, enterprise ready, use enterprise, configurable ease, intelligence configurable, actions lessons, and notifications, alerts and, rate alerts, management team, notifications business, products asset, general actions, preventive actions, and assessments, assessments compliance, compliance tracking, tracking corrective, corrective and, and preventive, actions customer, management audits, customer complaints, complaints document, document management, management inspections, inspections management, change non, audits and, planning quality, conformance reports, mobile documents, management equipment, equipment calibration, calibration equipment, equipment reliability, reliability inventory, inventory mobile, documents mobile, work planning, work packages, packages purchasing, purchasing work, work orders, orders work, work permits, permits work, non conformance, reports product, suggestions general, events mobile, incident management, management industrial, industrial hygiene, hygiene industrial, industrial safety, safety events, mobile observations, waste management, observations pre, pre job, job briefs, briefs sustainability, sustainability management, management workforce, solutions employee, management incident, hazardous waste, product recalls, accidents injury, recalls supplier, supplier management, management environmental, environmental health, health safety, safety accidents, injury reports, assessments hazardous, reports chemical, chemical management, management employee, employee safety, safety tracking, tracking ergonomic, ergonomic assessments, employee suggestions, view case study, project success rate, 100 project success, intelligence kpis risk, government national labs, construction government national, procurement construction government, engineering procurement construction, gas engineering procurement, industries biotechnology energy, trending industries biotechnology, universal trending industries, analysis universal trending, risk analysis universal, kpis risk analysis, business intelligence kpis, and notifications business, benchmarking business intelligence, management benchmarking business, training management benchmarking, tracking training management, project tracking training, experiences project tracking, operating experiences project, learned operating experiences, lessons learned operating, actions lessons learned, general actions lessons, suggestions general actions, employee suggestions general, success rate alerts, notifications business intelligence, workforce solutions employee, training resources blog, culture contact contact, careers culture contact, team careers culture, management team careers, pricing about about, newsletter pricing about, memberships newsletter pricing, whitepapers memberships newsletter, studies whitepapers memberships, case studies whitepapers, events case studies, blog events case, resources blog events, support training resources, business intelligence configurable, services support training, project services support, services project services, consulting services project, services consulting services, trending services consulting, universal trending services, api universal trending, mobile open rest, ready mobile open, enterprise ready mobile, use enterprise ready, intelligence configurable ease, solutions employee suggestions, products asset management, asset management equipment, work permits work, document management inspections, complaints document management, customer complaints document, actions customer complaints, preventive actions customer, and preventive actions, compliance tracking corrective, assessments compliance tracking, and assessments compliance, quality management audits, planning quality management, work planning quality, permits work planning, orders work permits, non conformance reports, work orders work, purchasing work orders, packages purchasing work, work packages purchasing, mobile work packages, documents mobile work, mobile documents mobile, inventory mobile documents, reliability inventory mobile, equipment reliability inventory, calibration equipment reliability, equipment calibration equipment, management equipment calibration, management inspections management, conformance reports product, sustainability management workforce, ergonomic assessments hazardous, briefs sustainability management, job briefs sustainability, events mobile observations, safety events mobile, industrial safety events, hygiene industrial safety, industrial hygiene industrial, management industrial hygiene, incident management industrial, management incident management, waste management incident, hazardous waste management, assessments hazardous waste, tracking ergonomic assessments, reports product recalls, safety tracking ergonomic, employee safety tracking, management employee safety, chemical management employee, reports chemical management, injury reports chemical, accidents injury reports, safety accidents injury, health safety accidents, environmental health safety, management environmental health, supplier management environmental, recalls supplier management, product recalls supplier, management workforce solutions",,,"DevonWay provides SaaS software for quality, safety, asset management, and workforce management for regulated organizations in high-risk industries",
1703,49246,Municode,https://www.municode.com/,"For 70 years, Municode has worked with over 4,200 local governments creating integrated technology solutions to make civic management easier",Acquirer,"GovTech, Online Portals, Publishing, Software, Web Design",101-250,SAAS - GovTech,"municode, local, government, management, software, solutions, website, publishing, civic, ordinances, websites, meetings, platform, circle, technology, governance, services, document, design, meeting, online, 00pm mar, local government, self publishing, publishing software, website design, the circle, your local, did you, you know, self publishing software, your local government",,,,
1704,49248,Cardinality.ai,http://www.cardinality.ai,Purpose-built SaaS offerings for Health & Human Services.,Acquirer,"GovTech, Health Care, Information Technology, PaaS, Software",51-100,SAAS - GovTech,"child, cardinality, features, human, welfare, learn, services, insights, making, decision, explore, solutions, citizen, based, health, support, provide, capabilities, management, platforms, configurable, schedule, analytics, highly, products, automation, business, ensure, tasks, careers, juvenile, driven, workflows, justice, adult, centric, constituent, policy, learn more, health and, and human, human services, explore features, decision making, child welfare, child support, juvenile justice, adult welfare, cardinality constituent, constituent 360, human centric, case management, configurable workflows, and human services",,,"Cardinality.ai accelerates improved outcomes for constituents and families, using an AI-enabled suite of applications for US Government workers and agency leaders.","case management software, case management system, case management platform, case management, case management tools, human service platform, health service platform, human capital management, HR management, AI enabled, welfare management platform, BPM platform , child welfare platform, child support platform, CCWIS, CCWIS platform, adult welfare, juvenile welfare"
1705,49250,BS&A Software,http://www.bsasoftware.com/,BS&A Software provides integrated systems of financial management and property tax products designed specifically for municipalities.,Acquirer,"GovTech, Information Technology, Management Information Systems, Software",51-100,SAAS - GovTech,"online, software, management, videos, financial, property, assessing, development, community, video, documents, training, assessment, support, updates, county, delinquent, schedule, services, applications, tutorials, meeting, group, testimonials, service, employee, search, inspection, order, solutions, contact, learning, drain, center, special, touch, remote, assistance, events, level, highlights, learn, technical, website, permit, hardware, class, facility, receivables, fixed, assets, human, receipting, resources, requirements, payroll, payments, official, education, timesheets, purchase, department, payable, personal, public, records, client, accounts, business, overview, equalization, newsletter, building, utility, planning, budgeting, billing, zoning, engineering, field, company, treasurer, years, unparalleled, customers, payment, changes, announcements, customer, questions, citizen, upcoming, integrated, watch, microsoft, ancillary, request, action, licensing, cemetery, license, audit, inventory, miscellaneous, local, community development, property tax, financial management, assessing property, help documents, user group, video tutorials, tax county, group meeting, employee self, self service, financial services, meeting videos, delinquent tax, drain assessment, special assessment, learning center, remote assistance, online permit, permit applications, software updates, class schedule, building department, department field, field inspection, training class, planning zoning, zoning and, and engineering, education training, utility billing, budgeting accounts, official payments, accounts payable, payable cash, cash receipting, receipting purchase, purchase order, receivables fixed, fixed assets, assets human, human resources, resources payroll, payroll timesheets, assessment community, assessment special, assistance software, tax assessing, technical documents, tax level, videos assessing, records search, public records, demo videos, tutorials help, hardware requirements, training facility, schedule training, assessing equalization, online community, property drain, equalization tax, personal property, county tax, delinquent personal, county delinquent, tax delinquent, management assessing, learn more, online financial, our software, tax community, inventory management, with official, online employee, online schedule, order inventory, action business, online property, upcoming events, highlights watch, watch videos, service financial, services public, search ancillary, ancillary applications, applications citizen, citizen request, request for, for action, business licensing, work order, licensing cemetery, cemetery management, management animal, animal license, license pre, pre audit, audit assessing, development building, search online, management utility, order miscellaneous, miscellaneous receivables, timesheets work, more about, user group meeting, employee self service, group meeting videos, online permit applications, fixed assets human, personal property drain, property drain assessment, drain assessment special, assessment special assessment, special assessment community, assessment community development, building department field, department field inspection, resources payroll timesheets, tax delinquent personal, budgeting accounts payable, accounts payable cash, payable cash receipting, cash receipting purchase, receipting purchase order, human resources payroll, assets human resources, delinquent personal property, tax county delinquent, receivables fixed assets, video tutorials help, online community development, public records search, assistance software updates, remote assistance software, tutorials help documents, schedule training facility, class schedule training, training class schedule, education training class, work order inventory, timesheets work order, order inventory management, payroll timesheets work, online financial services, financial management assessing, management assessing property, tax community development, with official payments, online employee self, search online property, financial management utility, miscellaneous receivables fixed, business licensing cemetery, self service financial, service financial services, financial services public, services public records, records search ancillary, search ancillary applications, ancillary applications citizen, applications citizen request, for action business, action business licensing, licensing cemetery management, order miscellaneous receivables, cemetery management animal, management animal license, pre audit assessing, audit assessing property, tax assessing equalization, community development building, development building department, highlights watch videos, management utility billing, purchase order miscellaneous, learn more about",,,BS&A Software provides a system of software products designed specifically for municipalities with feature-rich solutions at a value price.,
1706,49255,Computronix,https://www.computronix.com,"Computronix provides permitting, licensing, inspection and compliance solutions for government, based on our award-winning POSSE platform.",Acquirer,"Government, GovTech, Mobile Apps, SaaS, Software",101-250,SAAS - GovTech,"software, licensing, posse, computronix, alcoholic, beverage, control, enterprise, platform, business, project, learn, processes, solution, testimonials, solutions, system, management, success, contact, first, support, government, benefits, alcoholic beverage, beverage control, land management, enterprise licensing, solutions land, control enterprise, licensing system, 100 project, project success, success rate, our software, alcoholic beverage control, solutions land management, beverage control enterprise, control enterprise licensing, enterprise licensing system, 100 project success, project success rate",,,,
1707,49263,Northwoods Consulting Partners,https://www.teamnorthwoods.com/,Northwoods is an information technology company focused on human services.,Acquirer,"Business Intelligence, Document Management, Enterprise Software, Government, GovTech, Information Technology, Software",101-250,SAAS - GovTech,"services, child, welfare, human, webinar, featured, support, details, solutions, northwoods, county, director, compass, administrator, subscribe, caseworkers, assistance, traverse, economic, agencies, software, adult, aging, social, resources, library, research, newsletter, technology, agency, management, state, partners, company, business, consulting, manager, products, careers, content, discovery, audience, pilot, program, project, remote, finance, collection, privacy, legal, learn, families, events, integration, webinars, videos, productivity, capture, releases, infographics, ebooks, studies, briefs, copilot, appointments, stories, department, leadership, lobby, designed, attributions, policies, reviewers, release, really, child welfare, human services, more details, get more, featured webinar, details featured, child support, economic assistance, adult aging, research library, services software, for child, aging child, support child, software solutions, program area, webinar traverse, compass pilot, services agencies, case discovery, resources for, services resources, resources blog, business briefs, briefs case, studies ebooks, the news, news infographics, infographics news, news releases, welfare and, learn more, welfare user, user stories, stories videos, videos webinars, webinars company, company team, services support, and county, state and, team careers, careers events, events partners, partners legal, support services, case studies, consulting services, agency director, finance director, products traverse, services consulting, content management, support administrator, administrator child, assistance administrator, administrator economic, county manager, welfare administrator, director child, director county, capture compass, appointments services, integration services, services integration, project services, services project, services technology, copilot compass, pilot compass, compass copilot, compass appointments, and economic, policies attributions, legal privacy, privacy policies, read more, social work, social services, remote work, director finance, audience agency, solutions that, designed for, agency wide, data collection, area adult, discovery capture, blog blog, blog subscribe, subscribe business, releases news, news release, release subscribe, subscribe newsletter, newsletter newsletter, newsletter subscribe, subscribe research, library meet, leadership team, meet the, the reviewers, reviewers research, library subscribe, subscribe resources, management case, collection content, traverse data, assistance products, welfare economic, team leadership, county department, get more details, details featured webinar, more details featured, adult aging child, support child welfare, child support child, aging child support, featured webinar traverse, for child welfare, human services software, child support administrator, child welfare user, services integration services, integration services consulting, services consulting services, consulting services support, services support services, support services resources, briefs case studies, case studies ebooks, the news infographics, news infographics news, infographics news releases, welfare user stories, services project services, user stories videos, stories videos webinars, videos webinars company, webinars company team, team careers events, careers events partners, events partners legal, services software solutions, human services agencies, child welfare administrator, director child welfare, agency director child, project services integration, business briefs case, appointments services project, compass appointments services, finance director county, director county manager, administrator child support, assistance administrator child, economic assistance administrator, administrator economic assistance, services resources blog, capture compass pilot, copilot compass appointments, compass copilot compass, pilot compass copilot, compass pilot compass, resources blog blog, assistance products traverse, economic assistance products, welfare economic assistance, child welfare economic, company team leadership, team leadership team, leadership team careers, partners legal privacy, discovery capture compass, traverse data collection, legal privacy policies, privacy policies attributions, human services technology, and economic assistance, area adult aging, program area adult, products traverse data, welfare administrator economic, blog blog subscribe, releases news release, blog subscribe business, subscribe business briefs, director finance director, case discovery capture, management case discovery, content management case, collection content management, data collection content, news releases news, news release subscribe, library subscribe resources, release subscribe newsletter, subscribe newsletter newsletter, newsletter newsletter subscribe, newsletter subscribe research, subscribe research library, research library meet, audience agency director, reviewers research library, research library subscribe, the reviewers research",,,"Northwoods' innovative, high-tech software solutions help state and county human services agencies do more with less and get the results they need.","human services software solutions, social service technology, caseworkers, Northwoods, Traverse, Compass®, cloud based software"
1708,49265,Spruce Technology,https://www.sprucetech.com/,"SaaS, and systems integration for multiple industries in the public, private and federal sectors.",Acquirer,"Cloud Infrastructure, Cyber Security, Government, GovTech, Information Technology, IT Infrastructure, SaaS, Software, Staffing Agency",251-500,SAAS - GovTech,"technology, spruce, federal",,,,
1709,49274,CITYBASE,http://www.thecitybase.com/,CityBase is a gov tech platform that connects cities and citizens to make government more accessible and efficient.,Acquirer,"GovTech, Information Technology, SaaS",51-100,SAAS - GovTech,"payments, citybase, government, utility, payment, solutions, covid, public, technology, resources, services, products, business, digital, sector, county, kiosks, utilities, relief, management, plans, person, clients, customers, service, request, studies, content, first, experience, taxes, permitting, serve, water, read more, view all, public sector, blog resources, our clients, person payments, payment plans, and services, case studies, citybase technology, taxes and, government and, the public, for the, our solutions, our products, and utilities, business permitting",,,,
1710,49806,Central Square,https://www.centralsquare.com/,,Acquirer,,,SAAS - GovTech,,,,"CentralSquare provides a smart, unified public sector software to power all aspects of managing local government. Explore our cloud-based platform.",
1711,49847,MetricStream,https://www.metricstream.com/,,Acquirer,,,SAAS - GovTech,,,,"MetricStream provides Governance, Risk and Compliance (GRC) software solutions that allow companies across various industries to streamline and automate their enterprise-wide GRC programs.",
1712,49849,JAMIS Software Corporation,https://jamis.com/,,Acquirer,,,SAAS - GovTech,,,,,
1713,49879,Aurigo Software,https://www.aurigo.com/,,Acquirer,,,SAAS - GovTech,,,,"Aurigo helps state agencies, cities, counties, water authorities, airports and facility owners plan, build and maintain capital assets, infrastructure and facilities safely and efficiently.",
1714,49880,Edmunds Govtech,https://www.edmundsgovtech.com/,,Acquirer,,,SAAS - GovTech,,,,We deliver integrated software solutions and industry-leading support services for local government.,
1715,49881,gWorks,https://www.gworks.com/,,Acquirer,,,SAAS - GovTech,,,,"gWorks provides Municipal Fund Accounting, Utility Billing, Physical Asset Management, and GIS software solutions to empower small local governments.",
1716,49882,Rock Solid Technologies,https://www.rocksolid.com/,,Acquirer,,,SAAS - GovTech,,,,"Our intuitive CRM and Mobile Application PaaS solution helps governments make informed decisions, connect with residents, and build stronger communities.",
1717,49883,Verra Mobility,https://www.verramobility.com/,,Acquirer,,,SAAS - GovTech,,,,,
1718,49356,Simplifeye,http://simplifeye.com,Simplifeye empowers doctors by automating the business of their practice,Acquirer,"Apps, Dental, Health Care, InsurTech, Medical, SaaS",51-100,SAAS - Hospitals and Healthcare - Dental,"simplifeye, patients, practice, amplify, website, patient, connect, payments, scheduling, doctors, office, dental, center, resource, management, experience, practices, doctor, your practice, live chat, more about, scheduling connect, practice management, your website",,,,
1719,49365,Dental Intelligence,http://www.dentalintel.com/,Dental Intelligence helps dental teams manage their work and provides insight into how dental practices can grow faster.,Acquirer,"Analytics, Data Integration, Dental, Health Care, Productivity Tools, SaaS, Software",51-100,SAAS - Hospitals and Healthcare - Dental,"dental, practice, intelligence, manager, production, software, patient, dentist, scheduled, product, using, everything, policy, patients, huddle, dentistry, month, company, morning, system, contact, terms, collections, scheduling, watch, online, appointment, increase, dashboards, grove, social, facebook, instagram, twitter, linkedin, youtube, dentalintel, service, hippa, pleasant, insight, first, enterprise, results, appointments, followups, right, finder, started, business, careers, press, million, associate, agreement, growing, cancellation, partners, privacy, learn, login, covid, improve, hidden, revenue, schedule, smile, automated, additional, tracking, future, reports, dental intelligence, practice manager, your practice, last year, online scheduling, morning huddle, follow ups, youtube dentalintel, linkedin youtube, twitter linkedin, instagram twitter, facebook instagram, social facebook, using dental, pre appointment, pleasant grove, patient finder, results company, dashboards online, cancellation policy, policy cancellation, privacy policy, agreement privacy, associate agreement, business associate, more terms, dentalintel more, growing your, scheduling morning, hidden revenue, careers contact, finder enterprise, enterprise reports, call insight, about partners, time last, this time, partners press, software for, press careers, get started, facebook instagram twitter, instagram twitter linkedin, using dental intelligence, linkedin youtube dentalintel, social facebook instagram, twitter linkedin youtube, privacy policy cancellation, agreement privacy policy, associate agreement privacy, business associate agreement, dentalintel more terms, youtube dentalintel more, dashboards online scheduling, online scheduling morning, time last year, this time last, press careers contact, partners press careers, about partners press, patient finder enterprise, scheduling morning huddle, policy cancellation policy",,,"The smartest software ever built for dentists - it tracks everything, analyzes instantly, finds opportunities, increases production, & so much more.",
1720,49367,Curve Dental,http://www.curvedental.com,Our 100% cloud-based dental software solution provides a modern method to simplifying and streamlining dental practice all in one place.,Acquirer,"Cloud Computing, Dental, Internet, SaaS, Software, Web Development",101-250,SAAS - Hospitals and Healthcare - Dental,"curve, dental, practice, software, patient, management, cloud, billing, engagement, patients, security, customer, experience, streeter, imaging, support, business, scheduling, charting, anywhere, based, office, technology, staff, covid, video, watch, efficiency, streamline, professionals, deserves, features, access, read more, dental practice, curve hero, practice management, management software, patient engagement, your practice, curve dental, security and, from anywhere, cloud based, more our, dental professionals, practice deserves, based dental, the cloud, customer support, and the, deserves more, practice management software, dental practice management, cloud based dental, based dental practice, your practice deserves, practice deserves more",,,Curve Dental is the leading provider of cloud-based dental management software. Let Curve Dental streamline your dental practice.,
1721,49371,Dentrix,https://www.dentrix.com/,"Dentrix is a dental software company which has the tools to improve your operations, flexibility to expand with your vision.",Acquirer,"Dental, Software",251-500,SAAS - Hospitals and Healthcare - Dental,"dentrix, practice, management, business, integrated, software, support, training, office, clinical, patients, smart, products, patient, service, solutions, tools, dental, image, schein, phone, contact, center, resource, mobile, marketing, manager, coaching, resources, henry, watch, request, services, sales, workflow, billing, expand, customer, collections, bundles, advisor, profitability, provides, partners, email, dentrix smart, business management, your practice, smart image, henry schein, dentrix mobile, resource center, integrated products, dentrix software, office manager, and more, training and, and collections, billing and, software dentrix, practice marketing, products dentrix, bundles dentrix, service bundles, dentrix service, profitability coaching, practice advisor, dentrix practice, integrated services, dentrix smart image, dentrix practice advisor, dentrix service bundles, service bundles dentrix, bundles dentrix smart",,,Dentrix dental software provides solutions for both the business and clinical sides of your dental practice. See our dental office solutions.,
1722,48517,CareStack,http://www.carestack.com/,CareStackâ„¢ is a powerful practice management SaaS platform for large dental groups to improve productivity and patient care.,Acquirer,"Fitness, Health Care, Medical, SaaS, Software",101-250,SAAS - Hospitals and Healthcare - Medical,"dental, practice, software, carestack, learn, billing, management, success, experience, patient, business, offices, administrative, practices, collections, multiple, partner, experts, performance, financial, profits, relationships, efficiency, insights, clinical, support, drive, studies, staff, switching, provide, dentistry, smile, changing, patients, phone, smarter, smooth, webinars, enterprise, podcasts, office, specialists, outsource, process, onboarding, results, streamline, elevate, entire, simplify, celebration, your practice, learn more, dental software, free demo, your data, book free, your billing, patient experience, multiple software, billing collections, the patient, demo learn, experience and, insights into, and administrative, dental practices, and easy, bring your, data with, your own, with you, case studies, own pace, your partner, outsource your, practice management, time and, billing team, results success, experience relationships, simplify your, practice work, work life, your entire, entire business, elevate care, care experience, and make, efficiency results, patient and, and your, streamline billing, collections profits, into the, the financial, carestack for, drive efficiency, view more, book free demo, free demo learn, demo learn more, simplify your practice, your practice work, practice work life, your entire business, elevate care experience, care experience relationships, streamline billing collections, billing collections profits, drive efficiency results, efficiency results success, bring your data, your data with, outsource your billing",,,CareStack is a leading dental software that maximizes the efficiency of operations at single and multi-site DSOs.,
1723,49804,Epic,https://www.epic.com/,,Acquirer,,,SAAS - Hospitals and Healthcare - Medical,,,,"Founded in a basement in 1979, Epic develops software to help people get well, help people stay well, and help future generations be healthier.",
1724,503,BizeeBee,http://bizeebee.com,"BizeeBee is a membership management platform enabling entrepreneurs to track revenue and attendance, manage member relationships, and more.",Acquirer,"Fitness, SaaS, Software",11-50,"SAAS - Leisure, Sports and Recreation - Fitness",0,,,,
1725,589,CareStack,http://www.carestack.com/,,Acquirer,,,"SAAS - Leisure, Sports and Recreation - Fitness",,,,CareStack is a leading dental software that maximizes the efficiency of operations at single and multi-site DSOs.,
1726,817,eFit Financial,https://efitfinancial.com/,eFit Financial provides SaaS-based club management software services.,Acquirer,"Computer, Fitness, SaaS, Software",11-50,"SAAS - Leisure, Sports and Recreation - Fitness","software, management, membership, billing, services, members, payments, business, fitness, service, track, request, support, payment, health, experience, features, wellness, staff, customer, memberships, training, climbing, processing, manage, access, member, classes, waivers, process, system, contact, privacy, client, intuitive, digital, financial, therapy, physical, center, industries, reviews, personal, everything, provides, studios, reports, price, simplify, solutions, single, automatically, credit, session, reminders, check, scheduling, cookies, gym management, management software, software and, billing services, and membership, gym membership, and billing, climbing gym, your business, rock climbing, for you, digital waivers, membership management, gym software, physical therapy, payment processing, all your, customer service, and more, credit card, our team, billing software, your gym, membership billing, efit provides, software you, waivers and, gym management software, and billing services, and membership billing",,,,
1727,1171,Jonas Software,"https://jonassoftware.com/, http://jonasfitness.com",Jonas Fitness is a computer software company offering fitness software and billing services.,Acquirer,"Billing, Computer, Fitness, Software",101-250,"SAAS - Leisure, Sports and Recreation - Fitness","software, jonas, management, fitness, member, support, business, billing, customer, services, industry, learn, solution, solutions, clients, product, development, health, contact, clubs, wellness, partners, service, improve, database, center, dedicated, processing, library, integrated, fully, highlights, operations, stories, company, really, management software, jonas fitness, member management, our clients, gym management, billing services, free demo, with our, club management, learn more, customer service, software support, real time, club management software, member management software",,,,
1728,1283,Mariana Tek,https://marianatek.com/,,Acquirer,,11-50,"SAAS - Leisure, Sports and Recreation - Fitness",,,,Learn about the best premium business management software for the boutique fitness industry | Mariana Tek,
1729,1343,Mindbody,https://www.mindbodyonline.com/,,Acquirer,,,"SAAS - Leisure, Sports and Recreation - Fitness",,,,"See how Mindbody business management software serves gyms, spas and salons worldwide, and helps people find and book with them.",
1730,1351,MocDoc,http://mocdoc.in,MocDoc is a SaaS-based platform that offers clinic management software services.,Acquirer,"Fitness, Health Care, SaaS, Software",11-50,"SAAS - Leisure, Sports and Recreation - Fitness","management, software, mocdoc, hospital, healthcare, clinic, pharmacy, video, using, patient, friendly, doctor, solution, contact, watch, support, platform, features, technology, schedule, login, doctors, signup, partner, records, performance, happy, vision, management software, hospital management, user friendly, watch video, using mocdoc, lab management, partner with, software clinic, clinic management, pharmacy management, software lab, patient management, hospital management software, management software clinic, software clinic management, clinic management software, lab management software",,,"Most Advanced Hospital Management Software, Laboratory Management Software, Pharmacy / Clinic Software providing OP, Billing, IP, Stock Management, Sample Management & Mobile Apps and more",Best Hospital Management System
